road_id,postcode,name,locality,city
3078926,7005,Rana Place,Mapua,
3051196,4410,Ranara Court,West End,Palmerston North
3083183,2019,Rana Road,Flat Bush,Auckland
3084621,0931,Rana Terrace,Orewa,
3079150,7610,Ranby Place,Woodend,
1813095,3883,Ranby Road,Ohaupo,
1777621,9883,Rance Road,Taramoa,Invercargill
1821747,0626,Ranch Avenue,Beach Haven,Auckland
1819754,2120,Ranchod Terrace,Pukekohe,
1832690,2120,Ranch Place,Pukekohe,
1808779,3116,Ranch Road,Mount Maunganui,
3084214,9382,Ranch Terrace,Wanaka,
1803894,4110,Randall Place,Hospital Hill,Napier
1773708,9271,Randall Road,Ahuriri Flat,Kaka Point
1787412,8013,Randall Street,Richmond,Christchurch
1822281,0629,Randal Place,Bayview,Auckland
1808692,3119,Randell Place,Te Puke,
1794369,6035,Randolph Road,Crofton Downs,Wellington
1823743,1010,Randolph Street,Eden Terrace,Auckland
1772132,9010,Randolph Street,North East Valley,Dunedin
1782384,8062,Randolph Street,"Phillipstown,Woolston",Christchurch
1779986,8082,Randolph Terrace,Lyttelton,
1786111,7382,Random Spur Road,Lowry Hills Range,Cheviot
1840575,7471,Rands Road,Fernside,Rangiora
1800222,5010,Randwick Crescent,Moera,Lower Hutt
1818721,2105,Randwick Place,Randwick Park,Auckland
1781757,7910,Randwick Place,Washdyke,Timaru
1800013,5010,Randwick Road,"Moera,Seaview,Woburn",Lower Hutt
1794362,6012,Randwick Road,"Northland,Wilton",Wellington
3028496,8083,Randwick Street,North New Brighton,Christchurch
1800478,6012,Ranelagh Street,Karori,Wellington
1786850,8022,Ranelagh Terrace,Huntsbury,Christchurch
1794365,6012,Ranelagh Terrace,Karori,Wellington
1789567,7830,Ranft Street,Reefton,
1814442,3214,Ranfurly Avenue,Fairfield,Hamilton
3002133,9396,Ranfurly Back Road,"Naseby,Ranfurly",
1809857,3127,Ranfurly Court,Kawerau,
3027265,9396,Ranfurly-Naseby Road,"Naseby,Ranfurly",
3070498,9398,Ranfurly-Patearoa Road,"Patearoa,Ranfurly",
1826075,0112,Ranfurly Place,Te Kamo,Whangarei
1829337,2105,Ranfurly Road,Alfriston,Auckland
1818947,1023,Ranfurly Road,Epsom,Auckland
1797229,4702,Ranfurly Road,Feilding,
1841849,4984,Ranfurly Road,Pahiatua,
1829514,2104,Ranfurly Road,Papatoetoe,Auckland
1814246,3620,Ranfurly Road,Whangamata,
1823739,1023,Ranfurly Road West,Epsom,Auckland
1772127,9012,Ranfurly Street,Caversham,Dunedin
1805679,4930,Ranfurly Street,Dannevirke,
1819075,0310,Ranfurly Street,Dargaville,
1816913,4310,Ranfurly Street,Frankleigh Park,New Plymouth
3048598,7910,Ranfurly Street,"Highfield,West End",Timaru
3048606,4410,Ranfurly Street,"Hokowhitu,Palmerston North",Palmerston North
1785044,7630,Ranfurly Street,Kaiapoi,
1802135,4010,Ranfurly Street,Kaiti,Gisborne
1770512,9435,Ranfurly Street,Kurow,
1819590,0211,Ranfurly Street,Moerewa,
1807991,3900,Ranfurly Street,Otorohanga,
1790315,7803,Ranfurly Street,Runanga,
1795108,5810,Ranfurly Street,Solway,Masterton
1779305,8014,Ranfurly Street,St Albans,Christchurch
1789795,7891,Ranfurly Street,Stockton,Westport
1803896,4112,Ranfurly Street,Tamatea,Napier
1792713,5018,Ranfurly Street,Trentham,Upper Hutt
1809708,4320,Ranfurly Street,Waitara,
1794347,6021,Ranfurly Terrace,Mount Cook,Wellington
1813883,3112,Ranfurly Terrace,Pyes Pa,Tauranga
1800832,4632,Ranfurly Terrace,Raetihi,
3000584,9396,Ranfurly-Wedderburn Road,"Naseby,Ranfurly,Wedderburn","Naseby,Ranfurly"
1819438,0573,Ranganui Road,Kaiwaka,
1813187,3920,Rangaroa Road,Taumarunui,
1801212,4581,Rangatahi Road,Ratana,Whanganui
3082304,4110,Rangataiki Place,"Awatoto,Te Awa",Napier
3069999,4671,Rangatapu Street,Ohawe,Hawera
1829324,2102,Rangataua Place,Manurewa,Auckland
3041366,4625,Rangataua Road,Ohakune,
1809064,3112,Rangataua Street,Welcome Bay,Tauranga
1812652,3421,Rangatira Drive,Mangakino,
3042183,0626,Rangatira Road,"Beach Haven,Birkdale,Birkenhead",Auckland
1792005,,Rangatira Road,Hunterville,
1812838,3494,Rangatira Road,Karapiro,Cambridge
1799873,5028,Rangatira Road,Tawa,Wellington
1795552,4022,Rangatira Road,Te Karaka,
1796280,5512,Rangatira Street,Otaki,
3079907,7674,Rangatira Street,Rolleston,
1815257,3330,Rangatira Street,"Tauhara,Taupo",Taupo
1782391,8081,Rangatira Terrace,Mount Pleasant,Christchurch
1786451,7985,Rangatira Valley Road,"Temuka,Waitohi",Temuka
1817749,4612,Rangauri Street,Manaia,
3078881,3720,Rangawhenua Street,Ngaruawahia,
1830156,0930,Range Court,Gulf Harbour,Whangaparaoa
3063185,4273,Range Road,"Argyll,Waipawa","Otane,Waipawa"
1778735,9772,Range Road,Ferndale,Mataura
1788595,7095,Range Road,Golden Downs,Wakefield
1819591,0210,Range Road,Kawakawa,
1808500,3118,Range Road,Papamoa Beach,Papamoa
1801696,4990,Range Road,Pongaroa,
1831317,0816,Range Road,Swanson,Auckland
3063182,5782,Range Road,"Tuturumuri,White Rock",Martinborough
1800798,4826,Range Road,Waiouru,
1780631,7671,Range Road,West Melton,
3063184,4997,Range Road,Woodville,
1826073,0110,Ranger Place,Raumanga,Whangarei
1829331,2103,Ranger Place,Wattle Downs,Auckland
1783794,7476,Rangers Road,Eyrewell,West Eyreton
1782392,8052,Ranger Street,"Mairehau,St Albans",Christchurch
3068782,7700,Range Street,Ashburton,
1814326,3600,Range Street,Paeroa,
